date,Approving,Disapproving,Unsure/NoData,party
2023-03-23,40.0,56.0,4.0,D
2023-02-01,42.0,54.0,5.0,D
2023-02-02,42.0,54.0,5.0,D
2023-02-03,42.0,54.0,5.0,D
2023-02-04,42.0,54.0,5.0,D
2023-02-05,42.0,54.0,5.0,D
2023-02-06,42.0,54.0,5.0,D
2023-02-07,42.0,54.0,5.0,D
2023-02-08,42.0,54.0,5.0,D
2023-02-09,42.0,54.0,5.0,D
2023-02-10,42.0,54.0,5.0,D
2023-02-11,42.0,54.0,5.0,D
2023-02-12,42.0,54.0,5.0,D
2023-02-13,42.0,54.0,5.0,D
2023-02-14,42.0,54.0,5.0,D
2023-02-15,42.0,54.0,5.0,D
2023-02-16,42.0,54.0,5.0,D
2023-02-17,42.0,54.0,5.0,D
2023-02-18,42.0,54.0,5.0,D
2023-02-19,42.0,54.0,5.0,D
2023-02-20,42.0,54.0,5.0,D
2023-02-21,42.0,54.0,5.0,D
2023-02-22,42.0,54.0,5.0,D
2023-02-23,42.0,54.0,5.0,D
2023-01-02,41.0,54.0,4.0,D
2023-01-03,41.0,54.0,4.0,D
2023-01-04,41.0,54.0,4.0,D
2023-01-05,41.0,54.0,4.0,D
2023-01-06,41.0,54.0,4.0,D
2023-01-07,41.0,54.0,4.0,D
2023-01-08,41.0,54.0,4.0,D
2023-01-09,41.0,54.0,4.0,D
2023-01-10,41.0,54.0,4.0,D
2023-01-11,41.0,54.0,4.0,D
2023-01-12,41.0,54.0,4.0,D
2023-01-13,41.0,54.0,4.0,D
2023-01-14,41.0,54.0,4.0,D
2023-01-15,41.0,54.0,4.0,D
2023-01-16,41.0,54.0,4.0,D
2023-01-17,41.0,54.0,4.0,D
2023-01-18,41.0,54.0,4.0,D
2023-01-19,41.0,54.0,4.0,D
2023-01-20,41.0,54.0,4.0,D
2023-01-21,41.0,54.0,4.0,D
2023-01-22,41.0,54.0,4.0,D
2022-11-09,40.0,55.0,5.0,D
2022-11-10,40.0,55.0,5.0,D
2022-11-11,40.0,55.0,5.0,D
2022-11-12,40.0,55.0,5.0,D
2022-11-13,40.0,55.0,5.0,D
2022-11-14,40.0,55.0,5.0,D
2022-11-15,40.0,55.0,5.0,D
2022-11-16,40.0,55.0,5.0,D
2022-11-17,40.0,55.0,5.0,D
2022-11-18,40.0,55.0,5.0,D
2022-11-19,40.0,55.0,5.0,D
2022-11-20,40.0,55.0,5.0,D
2022-11-21,40.0,55.0,5.0,D
2022-11-22,40.0,55.0,5.0,D
2022-11-23,40.0,55.0,5.0,D
2022-11-24,40.0,55.0,5.0,D
2022-11-25,40.0,55.0,5.0,D
2022-11-26,40.0,55.0,5.0,D
2022-11-27,40.0,55.0,5.0,D
2022-11-28,40.0,55.0,5.0,D
2022-11-29,40.0,55.0,5.0,D
2022-11-30,40.0,55.0,5.0,D
2022-12-01,40.0,55.0,5.0,D
2022-12-02,40.0,55.0,5.0,D
2022-10-03,40.0,56.0,4.0,D
2022-10-04,40.0,56.0,4.0,D
2022-10-05,40.0,56.0,4.0,D
2022-10-06,40.0,56.0,4.0,D
2022-10-07,40.0,56.0,4.0,D
2022-10-08,40.0,56.0,4.0,D
2022-10-09,40.0,56.0,4.0,D
2022-10-10,40.0,56.0,4.0,D
2022-10-11,40.0,56.0,4.0,D
2022-10-12,40.0,56.0,4.0,D
2022-10-13,40.0,56.0,4.0,D
2022-10-14,40.0,56.0,4.0,D
2022-10-15,40.0,56.0,4.0,D
2022-10-16,40.0,56.0,4.0,D
2022-10-17,40.0,56.0,4.0,D
2022-10-18,40.0,56.0,4.0,D
2022-10-19,40.0,56.0,4.0,D
2022-10-20,40.0,56.0,4.0,D
2022-09-01,42.0,56.0,2.0,D
2022-09-02,42.0,56.0,2.0,D
2022-09-03,42.0,56.0,2.0,D
2022-09-04,42.0,56.0,2.0,D
2022-09-05,42.0,56.0,2.0,D
2022-09-06,42.0,56.0,2.0,D
2022-09-07,42.0,56.0,2.0,D
2022-09-08,42.0,56.0,2.0,D
2022-09-09,42.0,56.0,2.0,D
2022-09-10,42.0,56.0,2.0,D
2022-09-11,42.0,56.0,2.0,D
2022-09-12,42.0,56.0,2.0,D
2022-09-13,42.0,56.0,2.0,D
2022-09-14,42.0,56.0,2.0,D
2022-09-15,42.0,56.0,2.0,D
2022-09-16,42.0,56.0,2.0,D
2022-08-01,44.0,53.0,3.0,D
2022-08-02,44.0,53.0,3.0,D
2022-08-03,44.0,53.0,3.0,D
2022-08-04,44.0,53.0,3.0,D
2022-08-05,44.0,53.0,3.0,D
2022-08-06,44.0,53.0,3.0,D
2022-08-07,44.0,53.0,3.0,D
2022-08-08,44.0,53.0,3.0,D
2022-08-09,44.0,53.0,3.0,D
2022-08-10,44.0,53.0,3.0,D
2022-08-11,44.0,53.0,3.0,D
2022-08-12,44.0,53.0,3.0,D
2022-08-13,44.0,53.0,3.0,D
2022-08-14,44.0,53.0,3.0,D
2022-08-15,44.0,53.0,3.0,D
2022-08-16,44.0,53.0,3.0,D
2022-08-17,44.0,53.0,3.0,D
2022-08-18,44.0,53.0,3.0,D
2022-08-19,44.0,53.0,3.0,D
2022-08-20,44.0,53.0,3.0,D
2022-08-21,44.0,53.0,3.0,D
2022-08-22,44.0,53.0,3.0,D
2022-08-23,44.0,53.0,3.0,D
2022-07-05,38.0,59.0,3.0,D
2022-07-06,38.0,59.0,3.0,D
2022-07-07,38.0,59.0,3.0,D
2022-07-08,38.0,59.0,3.0,D
2022-07-09,38.0,59.0,3.0,D
2022-07-10,38.0,59.0,3.0,D
2022-07-11,38.0,59.0,3.0,D
2022-07-12,38.0,59.0,3.0,D
2022-07-13,38.0,59.0,3.0,D
2022-07-14,38.0,59.0,3.0,D
2022-07-15,38.0,59.0,3.0,D
2022-07-16,38.0,59.0,3.0,D
2022-07-17,38.0,59.0,3.0,D
2022-07-18,38.0,59.0,3.0,D
2022-07-19,38.0,59.0,3.0,D
2022-07-20,38.0,59.0,3.0,D
2022-07-21,38.0,59.0,3.0,D
2022-07-22,38.0,59.0,3.0,D
2022-07-23,38.0,59.0,3.0,D
2022-07-24,38.0,59.0,3.0,D
2022-07-25,38.0,59.0,3.0,D
2022-07-26,38.0,59.0,3.0,D
2022-06-01,41.0,57.0,3.0,D
2022-06-02,41.0,57.0,3.0,D
2022-06-03,41.0,57.0,3.0,D
2022-06-04,41.0,57.0,3.0,D
2022-06-05,41.0,57.0,3.0,D
2022-06-06,41.0,57.0,3.0,D
2022-06-07,41.0,57.0,3.0,D
2022-06-08,41.0,57.0,3.0,D
2022-06-09,41.0,57.0,3.0,D
2022-06-10,41.0,57.0,3.0,D
2022-06-11,41.0,57.0,3.0,D
2022-06-12,41.0,57.0,3.0,D
2022-06-13,41.0,57.0,3.0,D
2022-06-14,41.0,57.0,3.0,D
2022-06-15,41.0,57.0,3.0,D
2022-06-16,41.0,57.0,3.0,D
2022-06-17,41.0,57.0,3.0,D
2022-06-18,41.0,57.0,3.0,D
2022-06-19,41.0,57.0,3.0,D
2022-06-20,41.0,57.0,3.0,D
2022-05-02,41.0,54.0,5.0,D
2022-05-03,41.0,54.0,5.0,D
2022-05-04,41.0,54.0,5.0,D
2022-05-05,41.0,54.0,5.0,D
2022-05-06,41.0,54.0,5.0,D
2022-05-07,41.0,54.0,5.0,D
2022-05-08,41.0,54.0,5.0,D
2022-05-09,41.0,54.0,5.0,D
2022-05-10,41.0,54.0,5.0,D
2022-05-11,41.0,54.0,5.0,D
2022-05-12,41.0,54.0,5.0,D
2022-05-13,41.0,54.0,5.0,D
2022-05-14,41.0,54.0,5.0,D
2022-05-15,41.0,54.0,5.0,D
2022-05-16,41.0,54.0,5.0,D
2022-05-17,41.0,54.0,5.0,D
2022-05-18,41.0,54.0,5.0,D
2022-05-19,41.0,54.0,5.0,D
2022-05-20,41.0,54.0,5.0,D
2022-05-21,41.0,54.0,5.0,D
2022-05-22,41.0,54.0,5.0,D
2022-04-01,41.0,56.0,3.0,D
2022-04-02,41.0,56.0,3.0,D
2022-04-03,41.0,56.0,3.0,D
2022-04-04,41.0,56.0,3.0,D
2022-04-05,41.0,56.0,3.0,D
2022-04-06,41.0,56.0,3.0,D
2022-04-07,41.0,56.0,3.0,D
2022-04-08,41.0,56.0,3.0,D
2022-04-09,41.0,56.0,3.0,D
2022-04-10,41.0,56.0,3.0,D
2022-04-11,41.0,56.0,3.0,D
2022-04-12,41.0,56.0,3.0,D
2022-04-13,41.0,56.0,3.0,D
2022-04-14,41.0,56.0,3.0,D
2022-04-15,41.0,56.0,3.0,D
2022-04-16,41.0,56.0,3.0,D
2022-04-17,41.0,56.0,3.0,D
2022-04-18,41.0,56.0,3.0,D
2022-04-19,41.0,56.0,3.0,D
2022-03-01,42.0,54.0,4.0,D
2022-03-02,42.0,54.0,4.0,D
2022-03-03,42.0,54.0,4.0,D
2022-03-04,42.0,54.0,4.0,D
2022-03-05,42.0,54.0,4.0,D
2022-03-06,42.0,54.0,4.0,D
2022-03-07,42.0,54.0,4.0,D
2022-03-08,42.0,54.0,4.0,D
2022-03-09,42.0,54.0,4.0,D
2022-03-10,42.0,54.0,4.0,D
2022-03-11,42.0,54.0,4.0,D
2022-03-12,42.0,54.0,4.0,D
2022-03-13,42.0,54.0,4.0,D
2022-03-14,42.0,54.0,4.0,D
2022-03-15,42.0,54.0,4.0,D
2022-03-16,42.0,54.0,4.0,D
2022-03-17,42.0,54.0,4.0,D
2022-03-18,42.0,54.0,4.0,D
2022-02-01,41.0,55.0,4.0,D
2022-02-02,41.0,55.0,4.0,D
2022-02-03,41.0,55.0,4.0,D
2022-02-04,41.0,55.0,4.0,D
2022-02-05,41.0,55.0,4.0,D
2022-02-06,41.0,55.0,4.0,D
2022-02-07,41.0,55.0,4.0,D
2022-02-08,41.0,55.0,4.0,D
2022-02-09,41.0,55.0,4.0,D
2022-02-10,41.0,55.0,4.0,D
2022-02-11,41.0,55.0,4.0,D
2022-02-12,41.0,55.0,4.0,D
2022-02-13,41.0,55.0,4.0,D
2022-02-14,41.0,55.0,4.0,D
2022-02-15,41.0,55.0,4.0,D
2022-02-16,41.0,55.0,4.0,D
2022-02-17,41.0,55.0,4.0,D
2022-01-03,40.0,56.0,4.0,D
2022-01-04,40.0,56.0,4.0,D
2022-01-05,40.0,56.0,4.0,D
2022-01-06,40.0,56.0,4.0,D
2022-01-07,40.0,56.0,4.0,D
2022-01-08,40.0,56.0,4.0,D
2022-01-09,40.0,56.0,4.0,D
2022-01-10,40.0,56.0,4.0,D
2022-01-11,40.0,56.0,4.0,D
2022-01-12,40.0,56.0,4.0,D
2022-01-13,40.0,56.0,4.0,D
2022-01-14,40.0,56.0,4.0,D
2022-01-15,40.0,56.0,4.0,D
2022-01-16,40.0,56.0,4.0,D
2021-12-01,43.0,51.0,6.0,D
2021-12-02,43.0,51.0,6.0,D
2021-12-03,43.0,51.0,6.0,D
2021-12-04,43.0,51.0,6.0,D
2021-12-05,43.0,51.0,6.0,D
2021-12-06,43.0,51.0,6.0,D
2021-12-07,43.0,51.0,6.0,D
2021-12-08,43.0,51.0,6.0,D
2021-12-09,43.0,51.0,6.0,D
2021-12-10,43.0,51.0,6.0,D
2021-12-11,43.0,51.0,6.0,D
2021-12-12,43.0,51.0,6.0,D
2021-12-13,43.0,51.0,6.0,D
2021-12-14,43.0,51.0,6.0,D
2021-12-15,43.0,51.0,6.0,D
2021-12-16,43.0,51.0,6.0,D
2021-11-01,42.0,55.0,3.0,D
2021-11-02,42.0,55.0,3.0,D
2021-11-03,42.0,55.0,3.0,D
2021-11-04,42.0,55.0,3.0,D
2021-11-05,42.0,55.0,3.0,D
2021-11-06,42.0,55.0,3.0,D
2021-11-07,42.0,55.0,3.0,D
2021-11-08,42.0,55.0,3.0,D
2021-11-09,42.0,55.0,3.0,D
2021-11-10,42.0,55.0,3.0,D
2021-11-11,42.0,55.0,3.0,D
2021-11-12,42.0,55.0,3.0,D
2021-11-13,42.0,55.0,3.0,D
2021-11-14,42.0,55.0,3.0,D
2021-11-15,42.0,55.0,3.0,D
2021-11-16,42.0,55.0,3.0,D
2021-10-01,42.0,52.0,6.0,D
2021-10-02,42.0,52.0,6.0,D
2021-10-03,42.0,52.0,6.0,D
2021-10-04,42.0,52.0,6.0,D
2021-10-05,42.0,52.0,6.0,D
2021-10-06,42.0,52.0,6.0,D
2021-10-07,42.0,52.0,6.0,D
2021-10-08,42.0,52.0,6.0,D
2021-10-09,42.0,52.0,6.0,D
2021-10-10,42.0,52.0,6.0,D
2021-10-11,42.0,52.0,6.0,D
2021-10-12,42.0,52.0,6.0,D
2021-10-13,42.0,52.0,6.0,D
2021-10-14,42.0,52.0,6.0,D
2021-10-15,42.0,52.0,6.0,D
2021-10-16,42.0,52.0,6.0,D
2021-10-17,42.0,52.0,6.0,D
2021-10-18,42.0,52.0,6.0,D
2021-10-19,42.0,52.0,6.0,D
2021-09-01,43.0,55.0,2.0,D
2021-09-02,43.0,55.0,2.0,D
2021-09-03,43.0,55.0,2.0,D
2021-09-04,43.0,55.0,2.0,D
2021-09-05,43.0,55.0,2.0,D
2021-09-06,43.0,55.0,2.0,D
2021-09-07,43.0,55.0,2.0,D
2021-09-08,43.0,55.0,2.0,D
2021-09-09,43.0,55.0,2.0,D
2021-09-10,43.0,55.0,2.0,D
2021-09-11,43.0,55.0,2.0,D
2021-09-12,43.0,55.0,2.0,D
2021-09-13,43.0,55.0,2.0,D
2021-09-14,43.0,55.0,2.0,D
2021-09-15,43.0,55.0,2.0,D
2021-09-16,43.0,55.0,2.0,D
2021-09-17,43.0,55.0,2.0,D
2021-08-02,49.0,48.0,3.0,D
2021-08-03,49.0,48.0,3.0,D
2021-08-04,49.0,48.0,3.0,D
2021-08-05,49.0,48.0,3.0,D
2021-08-06,49.0,48.0,3.0,D
2021-08-07,49.0,48.0,3.0,D
2021-08-08,49.0,48.0,3.0,D
2021-08-09,49.0,48.0,3.0,D
2021-08-10,49.0,48.0,3.0,D
2021-08-11,49.0,48.0,3.0,D
2021-08-12,49.0,48.0,3.0,D
2021-08-13,49.0,48.0,3.0,D
2021-08-14,49.0,48.0,3.0,D
2021-08-15,49.0,48.0,3.0,D
2021-08-16,49.0,48.0,3.0,D
2021-08-17,49.0,48.0,3.0,D
2021-07-06,50.0,45.0,5.0,D
2021-07-07,50.0,45.0,5.0,D
2021-07-08,50.0,45.0,5.0,D
2021-07-09,50.0,45.0,5.0,D
2021-07-10,50.0,45.0,5.0,D
2021-07-11,50.0,45.0,5.0,D
2021-07-12,50.0,45.0,5.0,D
2021-07-13,50.0,45.0,5.0,D
2021-07-14,50.0,45.0,5.0,D
2021-07-15,50.0,45.0,5.0,D
2021-07-16,50.0,45.0,5.0,D
2021-07-17,50.0,45.0,5.0,D
2021-07-18,50.0,45.0,5.0,D
2021-07-19,50.0,45.0,5.0,D
2021-07-20,50.0,45.0,5.0,D
2021-07-21,50.0,45.0,5.0,D
2021-06-01,56.0,42.0,2.0,D
2021-06-02,56.0,42.0,2.0,D
2021-06-03,56.0,42.0,2.0,D
2021-06-04,56.0,42.0,2.0,D
2021-06-05,56.0,42.0,2.0,D
2021-06-06,56.0,42.0,2.0,D
2021-06-07,56.0,42.0,2.0,D
2021-06-08,56.0,42.0,2.0,D
2021-06-09,56.0,42.0,2.0,D
2021-06-10,56.0,42.0,2.0,D
2021-06-11,56.0,42.0,2.0,D
2021-06-12,56.0,42.0,2.0,D
2021-06-13,56.0,42.0,2.0,D
2021-06-14,56.0,42.0,2.0,D
2021-06-15,56.0,42.0,2.0,D
2021-06-16,56.0,42.0,2.0,D
2021-06-17,56.0,42.0,2.0,D
2021-06-18,56.0,42.0,2.0,D
2021-05-03,54.0,40.0,6.0,D
2021-05-04,54.0,40.0,6.0,D
2021-05-05,54.0,40.0,6.0,D
2021-05-06,54.0,40.0,6.0,D
2021-05-07,54.0,40.0,6.0,D
2021-05-08,54.0,40.0,6.0,D
2021-05-09,54.0,40.0,6.0,D
2021-05-10,54.0,40.0,6.0,D
2021-05-11,54.0,40.0,6.0,D
2021-05-12,54.0,40.0,6.0,D
2021-05-13,54.0,40.0,6.0,D
2021-05-14,54.0,40.0,6.0,D
2021-05-15,54.0,40.0,6.0,D
2021-05-16,54.0,40.0,6.0,D
2021-05-17,54.0,40.0,6.0,D
2021-05-18,54.0,40.0,6.0,D
2021-04-01,57.0,40.0,3.0,D
2021-04-02,57.0,40.0,3.0,D
2021-04-03,57.0,40.0,3.0,D
2021-04-04,57.0,40.0,3.0,D
2021-04-05,57.0,40.0,3.0,D
2021-04-06,57.0,40.0,3.0,D
2021-04-07,57.0,40.0,3.0,D
2021-04-08,57.0,40.0,3.0,D
2021-04-09,57.0,40.0,3.0,D
2021-04-10,57.0,40.0,3.0,D
2021-04-11,57.0,40.0,3.0,D
2021-04-12,57.0,40.0,3.0,D
2021-04-13,57.0,40.0,3.0,D
2021-04-14,57.0,40.0,3.0,D
2021-04-15,57.0,40.0,3.0,D
2021-04-16,57.0,40.0,3.0,D
2021-04-17,57.0,40.0,3.0,D
2021-04-18,57.0,40.0,3.0,D
2021-04-19,57.0,40.0,3.0,D
2021-04-20,57.0,40.0,3.0,D
2021-04-21,57.0,40.0,3.0,D
2021-03-01,54.0,42.0,4.0,D
2021-03-02,54.0,42.0,4.0,D
2021-03-03,54.0,42.0,4.0,D
2021-03-04,54.0,42.0,4.0,D
2021-03-05,54.0,42.0,4.0,D
2021-03-06,54.0,42.0,4.0,D
2021-03-07,54.0,42.0,4.0,D
2021-03-08,54.0,42.0,4.0,D
2021-03-09,54.0,42.0,4.0,D
2021-03-10,54.0,42.0,4.0,D
2021-03-11,54.0,42.0,4.0,D
2021-03-12,54.0,42.0,4.0,D
2021-03-13,54.0,42.0,4.0,D
2021-03-14,54.0,42.0,4.0,D
2021-03-15,54.0,42.0,4.0,D
2021-02-03,56.0,40.0,4.0,D
2021-02-04,56.0,40.0,4.0,D
2021-02-05,56.0,40.0,4.0,D
2021-02-06,56.0,40.0,4.0,D
2021-02-07,56.0,40.0,4.0,D
2021-02-08,56.0,40.0,4.0,D
2021-02-09,56.0,40.0,4.0,D
2021-02-10,56.0,40.0,4.0,D
2021-02-11,56.0,40.0,4.0,D
2021-02-12,56.0,40.0,4.0,D
2021-02-13,56.0,40.0,4.0,D
2021-02-14,56.0,40.0,4.0,D
2021-02-15,56.0,40.0,4.0,D
2021-02-16,56.0,40.0,4.0,D
2021-02-17,56.0,40.0,4.0,D
2021-02-18,56.0,40.0,4.0,D
2021-01-21,57.0,37.0,6.0,D
2021-01-22,57.0,37.0,6.0,D
2021-01-23,57.0,37.0,6.0,D
2021-01-24,57.0,37.0,6.0,D
2021-01-25,57.0,37.0,6.0,D
2021-01-26,57.0,37.0,6.0,D
2021-01-27,57.0,37.0,6.0,D
2021-01-28,57.0,37.0,6.0,D
2021-01-29,57.0,37.0,6.0,D
2021-01-30,57.0,37.0,6.0,D
2021-01-31,57.0,37.0,6.0,D
2021-02-01,57.0,37.0,6.0,D
2021-02-02,57.0,37.0,6.0,D
2025-03-03,43.0,53.0,4.0,R
2025-03-04,43.0,53.0,4.0,R
2025-03-05,43.0,53.0,4.0,R
2025-03-06,43.0,53.0,4.0,R
2025-03-07,43.0,53.0,4.0,R
2025-03-08,43.0,53.0,4.0,R
2025-03-09,43.0,53.0,4.0,R
2025-03-10,43.0,53.0,4.0,R
2025-03-11,43.0,53.0,4.0,R
2025-03-12,43.0,53.0,4.0,R
2025-03-13,43.0,53.0,4.0,R
2025-03-14,43.0,53.0,4.0,R
2025-03-15,43.0,53.0,4.0,R
2025-03-16,43.0,53.0,4.0,R
2025-02-03,45.0,51.0,4.0,R
2025-02-04,45.0,51.0,4.0,R
2025-02-05,45.0,51.0,4.0,R
2025-02-06,45.0,51.0,4.0,R
2025-02-07,45.0,51.0,4.0,R
2025-02-08,45.0,51.0,4.0,R
2025-02-09,45.0,51.0,4.0,R
2025-02-10,45.0,51.0,4.0,R
2025-02-11,45.0,51.0,4.0,R
2025-02-12,45.0,51.0,4.0,R
2025-02-13,45.0,51.0,4.0,R
2025-02-14,45.0,51.0,4.0,R
2025-01-21,47.0,48.0,5.0,R
2025-01-22,47.0,48.0,5.0,R
2025-01-23,47.0,48.0,5.0,R
2025-01-24,47.0,48.0,5.0,R
2025-01-25,47.0,48.0,5.0,R
2025-01-26,47.0,48.0,5.0,R
2025-01-27,47.0,48.0,5.0,R
